"The third film in the Swan Princess children's series, The Mystery of the Enchanted Treasure offers another animated musical adventure of magic and romance. When swan princess Odette is captured by the vile sorceress Zelda, Prince Derek vows to get her back at any cost. But the price may be higher than even he is willing to pay, as Zelda's demand for Odette's return is the Forbidden Arts -- a treasure that would grant the witch unlimited powers and rule over the kingdom. ~ Sandra Bencic, Rovi",G,Richard Rich,Director Not Available,Director Not Available,Brian Nissen,Writer Not Available,Writer Not Available,Writer Not Available,6/1/1997,73 minutes,Sony Pictures Home Entertainment,Michelle Nicastro,Douglas Sills,Jake Williamson,Christy Landers,Joey Camen,Steve Vinovich,The Swan Princess II: Escape from Castle Mountain,1997
"This 1968 children's film centers around a meeting of monsters--including Dracula, the Mummy, the Werewolf, the Creature from the Black Lagoon, and others--to elect a replacement for their leader, Baron Boris von Frankenstein (voice of Boris Karloff). Conflict arises understandably in this document of the 'Animagic' process (whereby figures are filmed with stop-motion photography).",G,Jules Bass,Director Not Available,Director Not Available,Len Korobkin,Forrest J Ackerman,Harvey Kurtzman,Writer Not Available,1/1/1967,94 minutes,Anchor Bay Entertainment,Ethel Ennis,Boris Karloff,Phyllis Diller,Gale Garnett,Allen Swift,Cast Not Available,Mad Monster Party,1967
"As kids in the 1980s, Sam Brenner (Adam Sandler), Will Cooper (Kevin James), Ludlow Lamonsoff (Josh Gad), and Eddie ""The Fire Blaster"" Plant (Peter Dinklage) saved the world thousands of times - at 25 cents a game in the video arcades. Now, they're going to have to do it for real. In Pixels, when intergalactic aliens discover video feeds of classic arcade games and misinterpret them as a declaration of war, they attack the Earth, using the video games as the models for their assaults -- and now-U.S. President Cooper must call on his old-school arcade friends to save the world from being destroyed by PAC-MAN, Donkey Kong, Galaga, Centipede, and Space Invaders. Joining them is Lt. Col. Violet Van Patten (Michelle Monaghan), a specialist supplying the arcaders with unique weapons to fight the aliens.(C) Sony",PG-13 ,Chris Columbus,Director Not Available,Director Not Available,Tim Herlihy,Adam Sandler,Timothy Dowling,Writer Not Available,7/24/2015,106 minutes,Sony Pictures,Adam Sandler,Peter Dinklage,Kevin James,Michelle Monaghan,Jane Krakowski,Josh Gad,Pixels,2015
"From an original story by animation icon Bruce Timm, comes an all-new DC Universe animated movie. Poison Ivy and Jason Woodrue (a.k.a. The Floronic Man) embark on an ecological quest to save the planet--and, unfortunately, eliminate most of humankind along the way. To save humanity, Batman and Nightwing are forced to enlist Harley Quinn to catch Poison Ivy, Harley's BFF and frequent partner-in-crime. But Batman's patience is put to the test by the unpredictable and untrustworthy Harley during the twists and turns the reluctant companions face during their bumpy road trip. The result is a thrill ride of action, adventure and comedy no Batman fan has seen before.",PG-13 ,Sam Liu,Director Not Available,Director Not Available,James Krieg,Writer Not Available,Writer Not Available,Writer Not Available,8/14/2017,74 minutes,DC Entertainment,Melissa Rauch,Kevin Conroy,Paget Brewster,John DiMaggio,Kevin Michael Richardson,Robin Atkin Downes,Batman and Harley Quinn,2017
"Based on the popular magazine of the same name, this animated cult film interweaves six visionary stories of science fiction and fantasy. The soundtrack includes such rock superstars as Black Sabbath, Blue Oyster Cult, Cheap Trick, Devo, Donald Fagen, Grand Funk Railroad, Sammy Hagar, Journey, Nazareth and Stevie Nicks.",R,Jimmy T. Murakami,Gerald Potterton,Director Not Available,Len Blum,Dan Goldberg,Dan O'Bannon,Daniel Goldberg,7/29/1981,90 minutes,Columbia Pictures,Don Francks,Richard Romanus,Harvey Atkin,Thor Bishopric,Rodger Bumpass,Jackie Burroughs,Heavy Metal,1981
"The latest feature film from award-winning Japanese director Mamoru Hosoda (Summer Wars, Wolf Children): When Kyuta, a young orphan living on the streets of Shibuya, stumbles into a fantastic world of beasts, he's taken in by Kumatetsu, a gruff, rough-around-the-edges warrior beast who's been searching for the perfect apprentice. Despite their constant bickering, Kyuta and Kumatetsu begin training together and slowly form a bond as surrogate father and son. But when a deep darkness threatens to throw the human and beast worlds into chaos, the strong bond between this unlikely pair will be put to the ultimate test-a final showdown that will only be won if the two can finally work together using all of their combined strength and courage.",PG-13 ,Mamoru Hosoda,Director Not Available,Director Not Available,Mamoru Hosoda,Writer Not Available,Writer Not Available,Writer Not Available,3/4/2016,119 minutes,FUNimation Entertainment,Luci Christian,Eric Vale,John Swasey,Bryn Apprill,Monica Rial,Ian Sinclair (IV),The Boy And The Beast (Bakemono No Ko),2016
"The ""pocket monsters"" discover new friends and face off against new adversaries in this installment in the Pokemon animated series. Ash Ketchum (voice of Veronica Taylor), his loyal pet Pokemon Pikachu (voice of Ikue Ootani), and several of their friends travel to an island where an especially rare species of Pokemon, Celebi, is said to exist. With the help of friendly Diana and her Grandmother, Ash is able to capture Celebi, and discovers the creature has remarkable powers - bred to defend the forest and the wilderness, Celebi has the ability to travel through time. However, an especially villainous member of Team Rocket, Vicious, is soon after them, and Ash discovers the full extend of Celebi's powers - Vicious is actually a man from the future who has been sent back by Team Rocket trainers Jim and Jesse to battle Ash, while Diana and her Grandmother have also traveled through the years in order to protect Celebi and the forests. Pokemon 4-Ever was the fourth feature-length Pokemon adventure to receive theatrical release in the United States, though other Pokemon features found an audience on home video in America in the meantime.",G,Jim Malone,Kunihiko Yuyama,Michael Haigney,Michael Haigney,Hideki Sonoda,John Touhey,Takeshi Shudo,10/11/2002,79 minutes,Miramax Films,Veronica Taylor,Rachael Lillis,Eric Stuart,Ikue Otani,Maddie Blaustein,Roxanne Beck,Pokmon 4Ever,2002
,NR,Toshihiko Masuda,Director Not Available,Director Not Available,Stan Berkowitz,Alan Burnett,Writer Not Available,Writer Not Available,8/18/1998,68 minutes,Studio Not Available,Tim Daly,Dana Delany,Clancy Brown,Mark Hamill,Cast Not Available,Cast Not Available,The Batman Superman Movie: World's Finest,1998
"In this film, Hollywood's animated cartoon stars of the 1940s are a subjugated minority, living in the ghettolike ""Toontown"" One of Toontown's leading citizens, whacked-out Roger Rabbit, is framed for the murder of human nightclub owner Marvin Acme. Private detective Eddie Valiant reluctantly agrees to clear Roger of the accusation.",PG,Robert Zemeckis,Director Not Available,Director Not Available,Peter S. Seaman,Jeffrey Price,Writer Not Available,Writer Not Available,6/22/1988,104 minutes,Buena Vista Distribution Compa,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,Kathleen Turner,Stubby Kaye,Who Framed Roger Rabbit,1988
"Cars gets a spin-off with this Disney Toon Studios film starring the voice of Dane Cook as a vertically-challenged plane with high hopes of becoming an air racer. ~ Jeremy Wheeler, Rovi",PG ,Klay Hall,Director Not Available,Director Not Available,Jeffrey M. Howard,Writer Not Available,Writer Not Available,Writer Not Available,8/9/2013,92 minutes,Walt Disney Pictures,Diogo Morgado,Manuel Marques,Dane Cook,Stacy Keach,Brad Garrett,Teri Hatcher,Planes,2013
"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen (voice of Owen Wilson) is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician, Cruz Ramirez (voice of Cristela Alonzo), with her own plan to win, plus inspiration from the late Fabulous Hudson Hornet and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing's biggest stage!",G,Brian Fee,Director Not Available,Director Not Available,Kiel Murray,Bob Peterson,Mike Rich,Writer Not Available,6/16/2017,109 minutes,Walt Disney Pictures,Owen Wilson,Kerry Washington,Nathan Fillion,Lea DeLaria,Armie Hammer,Bonnie Hunt,Cars 3,2017
"Determined to become a certified space chimp by any means, ambitious tech specialist Comet takes a trip to Planet Malgor and becomes locked in a struggle against evil alien tyrant Zartog in this colorful animated space adventure. Upon arriving on Malgor, Comet makes fast friends with a kind-hearted alien named Kilowatt. When the dreaded Zartog assumes command of Mission Control, it's up to Comet, Kilowatt, Ham, Luna, and Titan to overthrow the extraterrestrial tyrant. ~ Jason Buchanan, Rovi",PG ,John H. Williams,Director Not Available,Director Not Available,Rob Moreland,Robert Moreland,Writer Not Available,Writer Not Available,6/30/2010,75 minutes,20th Century Fox,Zack Shada,Tom Kenny,Carlos Alazraqui,Stanley Tucci,Laura Bailey,Tom Kinney,Space Chimps 2: Zartog Strikes Back,2010
"Garrrrr! Working at the Pieces of Ate Dinner Theater is less than exciting when you're a busboy. For three moping misfits--Elliot, Sedgewick and George (Larry the Cucumber, Mr. Lunt and Pa Grape)--all they dream of is the day when they can ditch their dishrags and take stage to star in the big pirate show. But with Elliot's timidity, Sedgewick's laziness and George's lack of self-confidence, it seems as if the day to prove who they really are will never come. Things are about to change when a mysterious ball drops from the sky and lands at the unlikely seafarers' feet. A ""Helpseeker"" sent from the past in search of heroes, the artifact sets in motion a series of events that drags the friends back to the 17th century--and into the belly of certain danger. ""The Pirates Who Don't Do Anything"" must each face their fears--becoming unlikely heroes in a battle to rescue a royal family from an evil tyrant and themselves from living the life of common couch potatoes.",G,Mike Nawrocki,Director Not Available,Director Not Available,Phil Vischer,Writer Not Available,Writer Not Available,Writer Not Available,1/11/2008,85 minutes,Universal Pictures,Phil Vischer,Mike Nawrocki,Cam Clarke,Laura Gerow,Yuri Lowenthal,Alan Lee,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008
"Rejected by his superstitious herd, a half-striped zebra embarks on a daring quest to earn his stripes but finds the courage and self-acceptance to save all the animals of the Great Karoo. (c) Millenium",NR,Anthony Silverston,Director Not Available,Director Not Available,Anthony Silverston,Raffaella Delle Donne,Jonathan Roberts,Writer Not Available,12/6/2013,85 minutes,Millenium Entertainment,Jake T. Austin,Richard E. Grant,Loretta Devine,AnnaSophia Robb,Liam Neeson,Laurence Fishburne,Khumba,2013
"The 3D-CGI feature Dr. Seuss' The Lorax is an adaptation of Dr. Seuss' classic tale of a forest creature who shares the enduring power of hope. The animated adventure follows the journey of a boy as he searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world. -- (C) Universal",PG ,Chris Renaud,Kyle Balda,Director Not Available,Ken Daurio,Cinco Paul,Writer Not Available,Writer Not Available,3/2/2012,87 minutes,Universal Pictures,Danny DeVito,Ed Helms,Zac Efron,Taylor Swift,Betty White,Rob Riggle,Dr Seuss' The Lorax,2012
"A pair of feisty young street urchins attempts to protect an unnamed metropolis from a diabolical villain whose plans to raze the urban landscape on the behalf of malevolent real-estate developers threatens to destroy the very soul of the city. Street-smart youngsters Black and White do their best to defend their territory from rival gangs as local yakuza leader Suzuki, fearing that the town has lost its zeal, plots a triumphant return to form. A lifelong criminal with a serious zodiac fixation, Suzuki (aqua The Rat) doesn't want to corrupt the city as much as he simply wants reinvigorate it with the kind of vibrancy that drew him to love it in the first place. Mr. Snake, on the other hand, wants nothing more than to profit as the buildings of the city crumble to make room for the massive amusement park planned by his wealthy clients. The only problem now is that Mr. Snake can't carry out his destructive deed while Black and White are still wandering the streets - of course that's nothing that can't be solved by a pair of sharp-shooting intergalactic assassins whose bullets always meet their mark. A metaphysical tale of survival in a city that seems to be poised on the brink of disaster, Tekkonkinkreet marks the feature directorial debut of longtime visual effects artist Michael Arias (The Abyss, Princess Mononoke). ~ Jason Buchanan, Rovi",R ,Michael Arias,Director Not Available,Director Not Available,Anthony Weintraub,Writer Not Available,Writer Not Available,Writer Not Available,9/1/2007,111 minutes,Destination Films,Kazunari Ninomiya,Y Aoi,Yusuke Iseya,Kankur Kud,Min Tanaka,Rokur Naya,Tekkonkinkreet (Tekkon kinkurto),2007
"In this groundbreaking anime adaptation of the legendary Batman franchise, Gotham City is swapped out for feudal Japan, where Batman fights his infamous foes as an armored ninja. With Catwoman, Two-Face and the Joker all showing up to battle the Bat, will Bruce Wayne be able to save the day?",PG-13,Junpei Mizusaki,Director Not Available,Director Not Available,Leo Chu,Eric Garcia,Kazuki Nakashima,Writer Not Available,5/8/2018,85 minutes,DC Comics,Koichi Yamadera,Wataru Takagi,Rie Kugimiya,Ai Kakuma,Hch tsuka,Cast Not Available,Batman Ninja,2018
"This animated feature from Nickelodeon is the story of ten-year-old genius inventor Jimmy Neutron, whose penchant for gadget-creation gets him and his robot dog, Goddard, into trouble at home and school. However, when the parents of Jimmy's hometown are kidnapped by the gooey green aliens known as Yokians, it's up to Jimmy, his best friend, Carl Wheezer, and his arch rival, Cindy Vortex, to rally their fellow kids for a rescue effort. Patching together a ragtag armada of interstellar spacecraft, the kid invasion force sets out to rescue the moms and dads who love them and get them home in time for dinner. Jimmy Neutron: Boy Genius (2001) features the vocal talents of Debi Derryberry, Carolyn Lawrence, Rob Paulsen, Martin Short, Andrea Martin, and Patrick Stewart.",G,John A. Davis,Director Not Available,Director Not Available,J. David Stern,John A. Davis,David N. Weiss,J. David Stem,12/21/2001,87 minutes,Paramount Pictures,Debi Derryberry,Patrick Stewart,Martin Short,Megan Cavanagh,Mark DeCarlo,Andrea Martin,Jimmy Neutron - Boy Genius,2001
"Woody, a traditional pull-string talking cowboy, has long enjoyed a place of honor as the favorite among six-year-old Andy's menagerie of toys. Quick to calm their anxieties about being replaced by newer arrivals, Woody finds his own confidence shaken, and his status as top toy in jeopardy, upon the arrival of Buzz Lightyear, simply the coolest space action figure ever made. Woody plots to get rid of Buzz, but things backfire and he finds himself lost in the outside world with Buzz as his only companion. Joining forces to find their way home, the two rivals set out on an adventure that lands them in the clutches of Sid, a sadistic neighborhood kid who is notorious for dismembering and reassembling ""mutant"" toys in his bedroom. As ""guests"" of Sid and his dog, Scud, the two fugitive toys forge a genuine friendship and learn that only through mutual trust and respect do they have any chance of survival.",G,John Lasseter,Director Not Available,Director Not Available,Joss Whedon,Andrew Stanton,Joel Cohen,Alec Sokolow,11/22/1995,80 minutes,Buena Vista,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Toy Story,1995
"J.R.R. Tolkien's classic book about the Hobbit Bilbo Baggins and his unexpected adventures came to life in this animated, televised adaptation by Rankin-Bass Productions. Enthusiasts of Tolkien's lengthy and more demanding Lord of the Rings trilogy, as well as adult readers of The Hobbit, may be disappointed by this somewhat simplified adaptation of the book, though children and first-time readers of Tolkien will appreciate its whimsical introduction to the fictional world of Middle Earth. As the story goes, ""In a hole in the ground, there lived a Hobbit...."" Bilbo Baggins would much rather relax in his comfy hobbit-hole or take long walks in the Shire than have adventures. After all, ""adventures make one late for dinner."" Unfortunately, Gandalf the Wizard shows up one day with other plans for Bilbo. Gandalf introduces Bilbo to a rag-tag band of dwarves whose leader, Thorin Oakensheild, asks Bilbo for help in recovering his family's treasure from the fire-breathing dragon Smaug. Bilbo meekly accepts the offer, and soon finds himself on a long journey through Mirkwood forest, to Smaug's dark lair in the Lonely Mountain. Along the way, the unlikely band is captured and nearly eaten by trolls, shackled and prodded by goblins, tied-up in webs and hung from trees by giant spiders, and finally imprisoned by the swarthy, distrustful woodland elves of Mirkwood. With keen hobbit-wits and a magic ring he finds in the goblin caves, Bilbo manages to free the band on several occasions and helps them recover their lost inheritance. Understandably, much detail was omitted from Tolkien's novel to fit this made-for-TV adaptation -- most notably the story of the group's encounter with Beorn the shape shifter, and the somewhat complex issue of the Arkenstone, a legendary gem which Bilbo steals from Smaug's treasure-trove unbeknownst to the dwarves. Rankin-Bass Productions made another foray into Middle Earth several years later with The Return of the King, picking up where animator Ralph Bakshi left his unfinished adaptation of Tolkien's The Lord of the Rings.",PG-13,Jules Bass,Arthur Rankin Jr.,Director Not Available,Jules Bass,Writer Not Available,Writer Not Available,Writer Not Available,1/1/1978,77 minutes,Warner Bros. Pictures,Orson Bean,Richard Boone,Hans Conried,John Huston,Cyril Ritchard,Don Messick,The Hobbit,1978
"Anime legend Mamoru Oshii wrote and directed this eagerly awaited sequel to his groundbreaking sci-fi drama Ghost in the Shell, which follows the continued adventures of futuristic crime fighters Batou (voice of Akio Otsuka) and Togusa (voice of Kouichi Yamadera). It's the year 2032, and Batou and Togusa have been assigned by the anti-terrorist force Sector 9 to track down several ""gynoids"" -- androids designed to resemble human females and programmed for pleasure -- who have gone on a murder spree. With the help of an android-technology expert named Kim (voice of Naoto Takenaka), Batou and Togusa find themselves following the trail of Locus Solus, an outlaw organization that may be responsible for turning the gynoids into murderers. As he digs deeper into the investigation, Batou finds himself thinking back to his times with former colleague Major (voice of Atsuko Tanaka) and pondering the notion of love and attachment in an increasingly unnatural world. Ghost in the Shell: Innocence was screened in competition at the 2004 Cannes Film Festival.",PG-13 ,Mamoru Oshii,Director Not Available,Director Not Available,Mamoru Oshii,Writer Not Available,Writer Not Available,Writer Not Available,9/17/2004,99 minutes,Go Fish Pictures,Akio tsuka,Akio tsuka,Atsuko Tanaka,Koichi Yamadera,Tamio ki,Yutaka Nakano,Ghost in the Shell 2 - Innocence,2004
"The voices of Carol Channing, John Hurt, Jodi Benson and Gilbert Gottfried help bring this wonderful Hans Christian Andersen story to life. Barry Manilow contributed heavily to the film's music. Children still seem to enjoy this story about a young girl who was the size of a human thumb. She was kidnapped by a toad, just when she hoped to continue her life with Cornelius the Fairy Prince. This is a good ""family film"" with few, if any, parts that might be considered questionable for children. Kids are likely to enjoy how Gilbert Gottfried does the voice of a strange beetle and how Carol Channing breathes life into Ms. Fieldmouse.",G,Don Bluth,Gary Goldman,Director Not Available,Don Bluth,Willard Carroll,Writer Not Available,Writer Not Available,3/30/1994,94 minutes,Warner Home Video,Jodie Bensen,Carol Channing,Gino Conforti,Will Ryan,Charo,Barbara Cook,Thumbelina,1994
"This animated Disney feature centers on Goofy's teenage son Max, who is dragged off on vacation just as he was about to ask his dreamgirl, Roxanne, on a date. As Max and Goofy head to the forest for some camping, Max schemes to get them to a concert in L.A.",G,Kevin Lima,Director Not Available,Director Not Available,Jymn Magon,Chris Matheson,Writer Not Available,Writer Not Available,4/7/1995,78 minutes,The Walt Disney Company,Bill Farmer,Jason Marsden,Jim Cummings,Kellie Martin,Rob Paulsen,Wallace Shawn,A Goofy Movie,1995
"Martin Sheen (The West Wing, The Departed), Matthew Modine (The Dark Knight Rises, Weeds), and George Coe (Funny People, Archer) lead a cast of eccentric characters who rebel against authority in this wonderfully animated and poignant comedy for adults. The story opens with former bank manager Emilio being dispatched to a retirement home by his family. His new roommate is a wily wheeler-dealer named Miguel, who cheerfully swindles small amounts of cash from the more befuddled residents but is also full of handy insider tips that are crucial to survival. Like One Flew Over the Cuckoo's Nest in an old folks home, we are introduced to daily pill regimens, electric gates, and nighttime joyrides, as the reality of Emilio's future life begins to sink in. Using hand-drawn animation, Wrinkles moves freely between the inmates' daily routines and their more colorful, dementia-induced fantasies, leaving plenty of room for both tears and laughter as it pokes pointed fun at society's attitude towards the elderly. (c) Gkids",NR,Ignacio Ferreras de Zumarraga,Director Not Available,Director Not Available,Ignacio Ferreras de Zumarraga,ngel de la Cruz,Paco Roca,Rosanna Cecchini,7/4/2014,80 minutes,GKIDS,Martin Sheen,George Coe,Lauri Fraser,Laurie Fraser,Matthew Modine,Cast Not Available,Wrinkles,2014
"The stars have aligned in an ominous sign, and as a legion of malevolent monsters descends upon New York City to wage war against humanity, the only thing that stands between humankind and certain destruction are four wisecracking turtles with a flair for martial arts and a hearty appetite for pizza. Kevin Eastman and Peter Laird's ""heroes in a half-shell"" return to defend the world against an interstellar threat that comes just once every 3,000 years in a computer-animated action comedy that marked the final film role of Japanese screen legend Mako -- here providing the voice of the eternally wise Master Splinter. Buffy the Vampire Slayer star Sarah Michelle Gellar lends her voice to the role of the turtles' technical-services worker, April; Fantastic Four's Chris Evans assumes the role of hockey-loving crimefighter Casey Jones; Memoirs of a Geisha star Zhang Ziyi steps in as villainous Foot Ninjas leader Karai; and Star Trek: The Next Generation captain Patrick Stewart voices malevolent tech industrialist Max Winters -- a mortal man whose hunger for profit and power may spell doom for all humanity. ~ Jason Buchanan, Rovi",PG ,Kevin Munroe,Director Not Available,Director Not Available,Kevin Munroe,Writer Not Available,Writer Not Available,Writer Not Available,3/23/2007,86 minutes,Warner Bros. Pictures,Chris Evans,Sarah Michelle Gellar,Mako,Patrick Stewart,Mitchell Whitfield,James Arnold Taylor,TMNT,2007
"Based on the worldwide sensation and bestselling book series, and boasting an A-list cast of comedy superstars headed by Kevin Hart and Ed Helms, DreamWorks Animation brings audiences the long-awaited global movie event, Captain Underpants: The First Epic Movie. This raucously subversive comedy for the entire family tells the story of two overly imaginative pranksters named George and Harold, who hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",PG ,David Soren,Director Not Available,Director Not Available,Nicholas Stoller,Writer Not Available,Writer Not Available,Writer Not Available,6/2/2017,84 minutes,20th Century Fox,Kevin Hart,Ed Helms,Nick Kroll,Thomas Middleditch,Jordan Peele,Kristen Schaal,Captain Underpants: The First Epic Movie (Captain Underpants),2017
"Set against the onslaught of the ice age -- and a world filled with wonder and danger -- the story revolves around three unforgettable characters: a wooly mammoth, a saber-toothed tiger, and a sloth, who unite to return a human baby to his tribe.",PG ,Chris Wedge,Carlos Saldanha,Director Not Available,Michael Berg,Michael J. Wilson,Peter Ackerman,Writer Not Available,3/15/2002,80 minutes,20th Century Fox,Ray Romano,John Leguizamo,Denis Leary,Goran Visnjic,Jack Black,Cedric the Entertainer,Ice Age,2002
"Evil nudist aliens send Bender the robot on a journey through time to steal Earth's historic treasures in this made-for-video animated feature based on Matt Groening's TV series. Voices include Billy West, Katey Sagal, John Di Maggio, Tress MacNeille and Lauren Tom. Directed by Dwayne Carey-Hill.",PG,Dwayne Carey-Hill,Director Not Available,Director Not Available,Matt Groening,David X. Cohen,Writer Not Available,Writer Not Available,12/1/2007,88 minutes,20th Century Fox Television,Billy West,Al Gore,Katey Sagal,John DiMaggio,Lauren Tom,Phil LaMarr,Futurama: Bender's Big Score,2007
"The film finds Pat, everyone's favorite postman, center stage as a contestant in a national TV talent show competition. Will success and fame tear him away from his hometown of Greendale and the friends he loves? Can Pat return to town in time to foil a sinister plot to replace him with legions of Patbot 3000 robots destined to take over the world? Only Postman Pat can save the day. (c) Shout Factory",NR,Mike Disa,Director Not Available,Director Not Available,Kim Fuller,Annika Bluhm,Writer Not Available,Writer Not Available,6/27/2014,117 minutes,Shout! Factory,Stephen Mangan,Ronan Keating,Jim Broadbent,Jane Carr,Robin Atkin Downes,Susan Duerden,Postman Pat: The Movie,2014
"What starts out as a fun road trip for the Toy Story gang takes an unexpected turn for the worse when the trip detours to a roadside motel. After one of the toys goes missing, the others find themselves caught up in a mysterious sequence of events that must be solved before they all suffer the same fate in this Toy Story OF TERROR! -- (C) ABC",NR,Angus MacLane,Director Not Available,Director Not Available,Andrew Stanton,Writer Not Available,Writer Not Available,Writer Not Available,10/16/2013,22 minutes,Disney Pixar,Tom Hanks,Tim Allen,Joan Cusack,Carl Weathers,Timothy Dalton,Don Rickles,Toy Story of Terror!,2013
"Czech surrealist filmmaker Jan Svankmajer, who gained a reputation for his short subjects, makes his feature-film debut with Neco z Alenky, a grotesque look into the darkest, wildest recesses of a child's mind. A surreal adaptation of Lewis Carroll's children's classic Alice in Wonderland, the film stars Kristyna Kohoutov as Alice, the only human character in the film. The other roles, which are voiced by Alice, are filled by an odd menagerie of animated clay, puppets, and meat. After falling asleep beside a stream, Alice follows a stuffed rabbit into a magical world where she encounters several grotesque-looking characters, including a caterpillar and The Mad Hatter. Also released under the title Alice, Neco Z Alenky was nominated for the International Fantasy Film Award at the 1989 Fantasporto Film Festival. ~ Matthew Tobey, Rovi",NR,Jan Svankmajer,Director Not Available,Director Not Available,Writer Not Available,Writer Not Available,Writer Not Available,Writer Not Available,1/1/1988,86 minutes,First Run Features,Kristina Kohoutova,Camilla Power,Kristyna Kohoutova,Cast Not Available,Cast Not Available,Cast Not Available,Alice (Neco z Alenky),1988
"Everyone's favorite pic-a-nic basket-stealing bear comes to the big screen in ""Yogi Bear,"" a new adventure, filmed in 3D, that combines live action with computer animation. Dan Aykroyd stars as the voice of Yogi, Jellystone Park's notorious troublemaker, and Justin Timberlake as the voice of Boo Boo, Yogi's faithful pal and co-conspirator in his never-ending schemes to separate park visitors from their lunches. Yogi has always relied on his quick wit and fast feet to stay one step ahead of irate campers while dodging his long-suffering nemesis, Ranger Smith. But he and Boo Boo are about to face a situation worse than anything Yogi has ever gotten them into... Jellystone Park is being sold! To cover his mismanagement of city funds and fuel his election campaign, Mayor Brown plans to sell the park to loggers. Families will no longer be able to experience the natural beauty of the outdoors Jellystone has always provided--and, even worse, Yogi, Boo Boo, and all their friends will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove he really is ""smarter than the average bear,"" as he and Boo Boo join forces with Ranger Smith to find a way to save the park from closing forever. -- (C) Warner Bros",PG,Eric Brevig,Director Not Available,Director Not Available,Joshua Sternin,Jeffrey Ventimilia,Brad Copeland,Josh Sternin,12/17/2010,82 minutes,Warner Bros. Pictures,Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh,T.J. Miller,Nathan Corddry,Yogi Bear,2010
"The popular animated duo of cat and mouse team up again to appear this time on the big screen. Homeless, the 'toons end up helping out a young girl who stays with a nasty auntie while she is separated from her father. Will the young Robyn be reunited with her loving father? Will the odd pair make it on the streets? Will they find a home?",G,Phil Roman,Director Not Available,Director Not Available,Dennis Marks,Writer Not Available,Writer Not Available,Writer Not Available,1/1/1992,80 minutes,Miramax Films,Richard Kind,Dana Hill,Anndi McAfee,Charlotte Rae,Tony Jay,Rip Taylor,Tom and Jerry: The Movie,1992
"From the makers of the hit Ice Age series comes Rio, a comedy adventure about taking a walk on the wild side. Blu is a domesticated Macaw who never learned to fly, living a comfortable life with his owner and best friend Linda in the small town of Moose Lake, Minnesota. Blu and Linda think he's the last of his kind, but when they learn about another Macaw who lives in Rio de Janeiro, they head to the faraway and exotic land to find Jewel, Blu's female counterpart. Not long after they arrive, Blu and Jewel are kidnapped by a group of bungling animal smugglers. With the help of street smart Jewel, and a group of wise-cracking and smooth-talking city birds, Blu escapes. Now, with his new friends by his side, Blu will have to find the courage to learn to fly, thwart the kidnappers who are hot on their trail, and return to Linda, the best friend a bird ever had. -- (C) Fox",G ,Carlos Saldanha,Director Not Available,Director Not Available,Carlos Saldanha,Earl Richie Jones,Todd R. Jones,Don Rhymer,4/15/2011,99 minutes,20th Century Fox,Anne Hathaway,Jesse Eisenberg,will.i.am,Jamie Foxx,George Lopez,Tracy Morgan,Rio,2011
"Growing up as half-orphan with an Ufologist-Dad (Armin Sonntag) who's obsessed to prove to the whole world that alien exist, 12-year-old Luis hasn't had an easy and certainly not a normal life. As nobody believes Armin Sonntag, not even Luis, it's quite a big surprise when one day, three awkward little aliens (Mog, Nag and Wabo) crash-land right in front of Luis. Excited and without bias, Luis wants to show his Dad his discovery and finds out that his father would 'shockfrost' his new friends. Meanwhile the school principal suspects that Luis cannot be getting the attention and upbringing from his father that the boy needs and decides that Luis should be sent to a boarding school. A wild adventure starts where Luis and his friends from outer space try to reach the huge mothership, to bring the aliens home. And perhaps Luis should just leave with them to get away from all these problems here on Earth...",PG ,Christoph Lauenstein,Wolfgang Lauenstein,Director Not Available,Christoph Lauenstein,Wolfgang Lauenstein,Sean McCormack,Writer Not Available,8/17/2018,84 minutes,Viva Pictures,Will Forte,Lea Thompson,Orlando Leyba,Joey Guila,Callum Maloney,Dermot Magennis,Luis and The Aliens,2018
